0.00000,0.00001,0.00008,0.99982,0.00002,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.00000
0.00002,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00045,0.97966,0.01932,0.00001,0.00023,0.00001,0.00013,0.00000,0.00002,0.00000,0.00013,0.00000,9.00000
0.00000,0.00003,0.99997,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.99670,0.00002,0.00168,0.00159,16.00000
0.00181,0.00000,0.00001,0.00001,0.00000,0.00000,0.00003,0.00001,0.00000,0.00000,0.00000,0.00008,0.00000,0.00251,0.00000,0.98749,0.00000,0.00038,0.00001,0.00765,15.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.00000
0.00001,0.00105,0.00117,0.00003,0.00002,0.99741,0.00000,0.00001,0.00015,0.00000,0.00000,0.00003,0.00008,0.00001,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,5.00000
0.00002,0.00005,0.00004,0.00000,0.00000,0.00000,0.00007,0.00005,0.00004,0.99230,0.00390,0.00042,0.00001,0.00000,0.00004,0.00001,0.00222,0.00002,0.00027,0.00052,9.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99946,0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.00000
0.00000,0.00001,0.00001,0.00000,0.00000,0.99998,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000
0.00000,0.00084,0.00027,0.71056,0.28004,0.00000,0.00142,0.00013,0.00000,0.00000,0.00000,0.00000,0.00673,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.00000
0.01240,0.09323,0.01724,0.01323,0.00855,0.01433,0.01090,0.01000,0.17351,0.05937,0.00406,0.13629,0.13548,0.13248,0.04018,0.02320,0.01305,0.07173,0.01526,0.01550,17.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99973,0.00000,0.00002,0.00025,16.00000
0.00226,0.00001,0.00012,0.00001,0.00001,0.00025,0.00110,0.00058,0.00139,0.00470,0.00001,0.00039,0.00001,0.00002,0.00073,0.00759,0.81867,0.00959,0.00989,0.14268,16.00000
0.24304,0.00267,0.00150,0.00036,0.00126,0.01930,0.00048,0.00403,0.02464,0.01188,0.00034,0.00808,0.00052,0.01177,0.00952,0.25962,0.01817,0.01313,0.01528,0.35439,0.00000
